model,image,image_sha256,draw,noise_seed,rounds,snr_db,height,width,cbr_payload,mse,psnr,ms_ssim,ms_ssim_db,lpips
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,0,100007070,1,10,256,256,0.020833333333333332,0.0079036308452487,21.021732330322266,0.8441645503044128,8.07333755493164,0.5224159955978394
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,0,100007070,2,10,256,256,0.041666666666666664,0.004194139502942562,23.77357292175293,0.9191179275512695,10.921478271484375,0.41483429074287415
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,1,100007071,1,10,256,256,0.020833333333333332,0.007834728807210922,21.05976104736328,0.8498722910881042,8.235391616821289,0.5320878624916077
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,1,100007071,2,10,256,256,0.041666666666666664,0.004132202360779047,23.838186264038086,0.9224566221237183,11.10455322265625,0.4119310677051544
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,2,100007072,1,10,256,256,0.020833333333333332,0.007826193235814571,21.06449317932129,0.8427314758300781,8.033581733703613,0.5275658369064331
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,2,100007072,2,10,256,256,0.041666666666666664,0.0041738650761544704,23.79461669921875,0.9192039966583252,10.926101684570312,0.4119698107242584
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,3,100007073,1,10,256,256,0.020833333333333332,0.00762958824634552,21.17498779296875,0.850287914276123,8.247431755065918,0.5114822387695312
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,3,100007073,2,10,256,256,0.041666666666666664,0.004181751981377602,23.786418914794922,0.9197995066642761,10.958229064941406,0.4049224257469177
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,4,100007074,1,10,256,256,0.020833333333333332,0.007827249355614185,21.063907623291016,0.8420464396476746,8.014705657958984,0.5322508811950684
DeepJSCC-f_author_DIV2K,01.png,a56e27cbf5f843c048b6af1d6e090760e9c92fadba88b7dee0205918a37523bd,4,100007074,2,10,256,256,0.041666666666666664,0.004187881946563721,23.780057907104492,0.919545590877533,10.944500923156738,0.4140743315219879
