epoch,avg_pwr0,avg_pwr1,loss,mse0,mse1,psnr0,psnr1,psnr_fb0,psnr_fb1,psnr_metric,val_avg_pwr0,val_avg_pwr1,val_loss,val_mse0,val_mse1,val_psnr0,val_psnr1,val_psnr_fb0,val_psnr_fb1,val_psnr_metric
16,1.0,1.0,0.0029973399359732866,0.0039556799456477165,0.0029973399359732866,26.164030075073242,27.803932189941406,26.164030075073242,27.803932189941406,27.803932189941406,1.0,1.0,0.004526202101260424,0.004541531205177307,0.004447650164365768,24.414464950561523,25.51357650756836,24.414464950561523,25.51357650756836,25.51357650756836
17,1.0,1.0,0.0031807394698262215,0.004224697127938271,0.0031807394698262215,25.716642379760742,27.444772720336914,25.716642379760742,27.444772720336914,27.444772720336914,1.0,1.0,0.004258102737367153,0.00456696143373847,0.004178803414106369,24.374086380004883,26.098134994506836,24.374086380004883,26.098134994506836,26.098134994506836
18,1.0,1.0,0.0029362731147557497,0.00402195705100894,0.0029362731147557497,26.005834579467773,27.8979549407959,26.00583267211914,27.8979549407959,27.8979549407959,1.0,1.0,0.004048234783113003,0.0045410930179059505,0.0039769853465259075,24.40148162841797,26.211339950561523,24.40148162841797,26.211339950561523,26.211339950561523
19,0.9999999403953552,1.0,0.0027475785464048386,0.0038845601957291365,0.0027475785464048386,26.087434768676758,28.163564682006836,26.087434768676758,28.163564682006836,28.163564682006836,1.0,1.0,0.003908748738467693,0.004539209417998791,0.003842913545668125,24.409517288208008,26.275480270385742,24.409517288208008,26.275480270385742,26.275480270385742
20,1.0,1.0,0.0028964667581021786,0.004107144195586443,0.002896466525271535,25.90212631225586,28.01873207092285,25.90212631225586,28.01873207092285,28.01873207092285,1.0,1.0,0.0036998060531914234,0.0045382073149085045,0.0036397327203303576,24.4158992767334,26.414735794067383,24.4158992767334,26.41473960876465,26.414735794067383
21,1.0,1.0,0.002674623392522335,0.003967939410358667,0.002674623392522335,25.980043411254883,28.261552810668945,25.980043411254883,28.261552810668945,28.261552810668945,1.0,0.9999999403953552,0.0034719500690698624,0.004567969590425491,0.0034205946139991283,24.377405166625977,26.52456283569336,24.377405166625977,26.52456283569336,26.52456283569336
22,1.0,1.0,0.0027194952126592398,0.0040121846832334995,0.0027194952126592398,25.912569046020508,28.184316635131836,25.912569046020508,28.184316635131836,28.184316635131836,1.0,0.9999999403953552,0.0033980594016611576,0.004542249720543623,0.003351290011778474,24.380569458007812,26.60934066772461,24.380569458007812,26.60934066772461,26.60934066772461
23,1.0,1.0,0.00263722101226449,0.003989600110799074,0.00263722101226449,25.93960189819336,28.314918518066406,25.93960189819336,28.314918518066406,28.314918518066406,1.0,1.0,0.003294531023129821,0.004528808407485485,0.0032486452255398035,24.422666549682617,26.712556838989258,24.422666549682617,26.712556838989258,26.712556838989258
24,1.0,1.0,0.002517760032787919,0.0038809680845588446,0.002517760032787919,26.1890869140625,28.735427856445312,26.1890869140625,28.735427856445312,28.735427856445312,1.0,1.0,0.0031997233163565397,0.00452838558703661,0.003157256869599223,24.445598602294922,26.752357482910156,24.445598602294922,26.752357482910156,26.752357482910156
25,1.0,1.0,0.002577189588919282,0.004046255722641945,0.002577189588919282,25.928213119506836,28.485300064086914,25.928213119506836,28.485300064086914,28.485300064086914,1.0,0.9999999403953552,0.0032014388125389814,0.004569866694509983,0.0031609421130269766,24.385591506958008,26.73211669921875,24.385591506958008,26.73211669921875,26.73211669921875
26,1.0,1.0,0.002599782310426235,0.004030448850244284,0.002599782310426235,26.04029083251953,28.624771118164062,26.04029083251953,28.624771118164062,28.624771118164062,1.0,0.9999999403953552,0.003116670763120055,0.0045403470285236835,0.0030796523205935955,24.404735565185547,26.766624450683594,24.404735565185547,26.766624450683594,26.766624450683594
27,1.0,1.0,0.0025758042465895414,0.004047285299748182,0.002575804479420185,25.967405319213867,28.500085830688477,25.967405319213867,28.500085830688477,28.500085830688477,1.0,1.0,0.003039866453036666,0.0045400201342999935,0.0030017313547432423,24.387123107910156,26.930496215820312,24.387123107910156,26.930496215820312,26.930496215820312
28,1.0,1.0,0.0025774131063371897,0.0040650395676493645,0.0025774131063371897,25.935157775878906,28.530458450317383,25.935157775878906,28.530458450317383,28.530458450317383,1.0,0.9999999403953552,0.0029628907795995474,0.004518772475421429,0.0029284334741532803,24.428239822387695,27.0111141204834,24.428239822387695,27.0111141204834,27.0111141204834
29,1.0,1.0,0.0024892271030694246,0.003969179000705481,0.0024892271030694246,26.05862808227539,28.793500900268555,26.05862808227539,28.793500900268555,28.793500900268555,1.0,1.0,0.0029095388017594814,0.0045302072539925575,0.00287613389082253,24.437969207763672,27.055147171020508,24.437969207763672,27.055147171020508,27.055147171020508
30,1.0,1.0,0.0024553495459258556,0.0039075021632015705,0.0024553495459258556,26.15898895263672,28.821876525878906,26.15898895263672,28.821876525878906,28.821876525878906,1.0,1.0,0.002878031926229596,0.004516362678259611,0.0028461627662181854,24.43948745727539,27.114656448364258,24.43948745727539,27.114656448364258,27.114656448364258
31,1.0,1.0,0.0024072728119790554,0.003907142207026482,0.0024072728119790554,26.056081771850586,28.821609497070312,26.056081771850586,28.821609497070312,28.821609497070312,1.0,1.0,0.002920196857303381,0.0045411353930830956,0.00288725970312953,24.396167755126953,26.89266586303711,24.396167755126953,26.89266586303711,26.89266586303711
32,1.0,1.0,0.0024362392723560333,0.00396502623334527,0.0024362392723560333,25.928911209106445,28.692472457885742,25.928911209106445,28.692472457885742,28.692472457885742,1.0,1.0,0.0028571859002113342,0.004522963892668486,0.002825582167133689,24.439014434814453,27.164289474487305,24.439014434814453,27.164289474487305,27.164289474487305
33,1.0,1.0,0.0023687847424298525,0.0038726998027414083,0.0023687847424298525,26.084199905395508,28.844560623168945,26.084199905395508,28.844560623168945,28.844560623168945,1.0,1.0,0.002804818795993924,0.004560371395200491,0.0027755273040384054,24.376272201538086,27.16936492919922,24.376272201538086,27.16936492919922,27.16936492919922
34,1.0,1.0,0.00238739512860775,0.0038857751060277224,0.00238739512860775,26.057384490966797,28.77750015258789,26.057384490966797,28.77750015258789,28.77750015258789,1.0,1.0,0.002795290434733033,0.004529333673417568,0.002766217803582549,24.4310359954834,27.128629684448242,24.4310359954834,27.128629684448242,27.128629684448242
35,1.0,1.0,0.002386043081060052,0.003907426726073027,0.002386043081060052,25.943429946899414,28.737266540527344,25.943429946899414,28.737266540527344,28.737266540527344,1.0,0.9999999403953552,0.002762512071058154,0.004538184963166714,0.00273174699395895,24.411535263061523,27.28192710876465,24.411535263061523,27.28192710876465,27.28192710876465
36,1.0,1.0,0.0022662244737148285,0.003769208211451769,0.002266224706545472,26.085214614868164,28.95138168334961,26.085214614868164,28.95138168334961,28.95138168334961,1.0,1.0,0.0027498763520270586,0.0045485966838896275,0.0027211406268179417,24.406709671020508,27.2285213470459,24.406709671020508,27.2285213470459,27.2285213470459
37,1.0,1.0,0.002336598001420498,0.003890056861564517,0.002336598001420498,26.01785659790039,28.99353790283203,26.01785659790039,28.99353790283203,28.99353790283203,1.0,1.0,0.002733462257310748,0.004545779433101416,0.0027067544870078564,24.3920841217041,27.243005752563477,24.3920841217041,27.243005752563477,27.243005752563477
38,1.0,1.0,0.002355836099013686,0.0039091031067073345,0.002355836099013686,26.126619338989258,29.03170394897461,26.126619338989258,29.03170394897461,29.03170394897461,1.0,0.9999999403953552,0.002726019825786352,0.0045305886305868626,0.00269877165555954,24.426013946533203,27.300273895263672,24.426013946533203,27.300273895263672,27.300273895263672
39,1.0,1.0,0.002327890135347843,0.003928972873836756,0.002327890135347843,26.037841796875,29.045698165893555,26.037839889526367,29.045698165893555,29.045698165893555,1.0,1.0,0.0026807591784745455,0.0045710038393735886,0.0026546353474259377,24.38201141357422,27.366220474243164,24.38201141357422,27.366220474243164,27.366220474243164
40,1.0,1.0,0.002384222112596035,0.003938423004001379,0.002384222112596035,25.89825439453125,28.792024612426758,25.89825439453125,28.792024612426758,28.792024612426758,1.0,0.9999999403953552,0.0026987758465111256,0.004546244163066149,0.002671601949259639,24.395519256591797,27.298398971557617,24.395519256591797,27.298398971557617,27.298398971557617
41,1.0,1.0,0.0023656676057726145,0.0039513735100626945,0.0023656676057726145,26.08932876586914,29.064495086669922,26.08932876586914,29.064495086669922,29.064495086669922,1.0,1.0,0.0026607734616845846,0.0045317430049180984,0.0026347720995545387,24.425132751464844,27.355236053466797,24.425132751464844,27.355236053466797,27.355236053466797
42,1.0,1.0,0.002359763951972127,0.0040060775354504585,0.002359763951972127,25.996994018554688,29.01067543029785,25.996994018554688,29.01067543029785,29.01067543029785,1.0,1.0,0.0026321623008698225,0.00452662818133831,0.0026050754822790623,24.413209915161133,27.447912216186523,24.413209915161133,27.447912216186523,27.447912216186523
43,1.0,1.0,0.002246380550786853,0.003875453257933259,0.002246380550786853,26.098764419555664,29.25128746032715,26.098764419555664,29.25128746032715,29.25128746032715,1.0,1.0,0.002631918992847204,0.004535849671810865,0.0026068848092108965,24.400320053100586,27.430513381958008,24.400320053100586,27.430513381958008,27.430513381958008
44,1.0,1.0,0.0021785669960081577,0.0037376435939222574,0.0021785669960081577,26.251413345336914,29.35940933227539,26.251413345336914,29.35940933227539,29.35940933227539,1.0,1.0,0.002579891122877598,0.004531696904450655,0.0025536357425153255,24.417695999145508,27.527070999145508,24.417695999145508,27.527070999145508,27.527070999145508
45,1.0,1.0,0.002151867840439081,0.003726336406543851,0.002151867840439081,26.255958557128906,29.467365264892578,26.255958557128906,29.467365264892578,29.467365264892578,1.0,1.0,0.0025673198979347944,0.004547146148979664,0.002542602363973856,24.397157669067383,27.517627716064453,24.397157669067383,27.517627716064453,27.517627716064453
46,1.0,1.0,0.002204552525654435,0.003842752194032073,0.002204552525654435,26.232927322387695,29.441495895385742,26.232927322387695,29.441495895385742,29.441495895385742,1.0,0.9999999403953552,0.0025912285782396793,0.004542886279523373,0.002566200913861394,24.413198471069336,27.471084594726562,24.413198471069336,27.471084594726562,27.471084594726562
47,1.0,1.0,0.0023331823758780956,0.004035572521388531,0.0023331823758780956,26.01455307006836,29.244163513183594,26.01455307006836,29.244163513183594,29.244163513183594,1.0,1.0,0.002512971870601177,0.004555483348667622,0.002489227568730712,24.379098892211914,27.641347885131836,24.379098892211914,27.641347885131836,27.641347885131836
48,1.0,1.0,0.0021434049122035503,0.003769598202779889,0.0021434049122035503,26.34911346435547,29.68732452392578,26.34911346435547,29.68732452392578,29.68732452392578,1.0,1.0,0.002530107507482171,0.00455825449898839,0.002508773235604167,24.380727767944336,27.567167282104492,24.380727767944336,27.567167282104492,27.567167282104492
49,1.0,1.0,0.0022520606871694326,0.003985480405390263,0.0022520606871694326,26.0458984375,29.391122817993164,26.0458984375,29.391122817993164,29.391122817993164,1.0,0.9999999403953552,0.0024645535741001368,0.0045747603289783,0.002442422788590193,24.367101669311523,27.741910934448242,24.367101669311523,27.741910934448242,27.741910934448242
50,1.0,1.0,0.002122517442330718,0.003795104566961527,0.0021225176751613617,26.184995651245117,29.62639808654785,26.184995651245117,29.62639808654785,29.62639808654785,1.0,1.0,0.002492963569238782,0.004552971106022596,0.0024711559526622295,24.383508682250977,27.67119598388672,24.383508682250977,27.67119598388672,27.67119598388672
51,1.0,1.0,0.002257615327835083,0.004066708032041788,0.002257615327835083,25.92001724243164,29.46676254272461,25.920015335083008,29.46676254272461,29.46676254272461,1.0,1.0,0.0024790235329419374,0.00452489173039794,0.0024561877362430096,24.409574508666992,27.74114990234375,24.409574508666992,27.74114990234375,27.74114990234375
52,1.0,1.0,0.0022760152351111174,0.0040728310123085976,0.0022760152351111174,25.925918579101562,29.446001052856445,25.925918579101562,29.446001052856445,29.446001052856445,1.0,0.9999999403953552,0.0024256552569568157,0.004523145966231823,0.0024055305402725935,24.433813095092773,27.806499481201172,24.433813095092773,27.806499481201172,27.806499481201172
53,1.0,1.0,0.0020634678658097982,0.0037738988175988197,0.0020634678658097982,26.23880386352539,29.786205291748047,26.23880386352539,29.786205291748047,29.786205291748047,1.0,1.0,0.002434804802760482,0.004531464073807001,0.002414751797914505,24.4126033782959,27.775005340576172,24.4126033782959,27.775005340576172,27.775005340576172
54,1.0,1.0,0.0021251910366117954,0.00394431920722127,0.0021251910366117954,26.000394821166992,29.656579971313477,26.000394821166992,29.656579971313477,29.656579971313477,1.0,1.0,0.002411249093711376,0.004541889298707247,0.002392128575593233,24.40814208984375,27.849000930786133,24.40814208984375,27.849000930786133,27.849000930786133
55,1.0,1.0,0.0019744657911360264,0.003714473219588399,0.0019744657911360264,26.17932891845703,29.849224090576172,26.17932891845703,29.849224090576172,29.849224090576172,1.0,1.0,0.0024238331243395805,0.004539686255156994,0.002404087223112583,24.378984451293945,27.75432777404785,24.378984451293945,27.75432777404785,27.75432777404785
56,1.0,1.0,0.002033405937254429,0.003787185763940215,0.002033405937254429,26.09930992126465,29.748125076293945,26.09930992126465,29.748125076293945,29.748125076293945,1.0,0.9999999403953552,0.0023942231200635433,0.004532130900770426,0.0023740504402667284,24.423233032226562,27.839982986450195,24.423233032226562,27.839982986450195,27.839982986450195
57,1.0,1.0,0.0021610883995890617,0.004079352132976055,0.0021610883995890617,25.976999282836914,29.74813461303711,25.976999282836914,29.748136520385742,29.74813461303711,1.0,0.9999999403953552,0.002406605053693056,0.004544033668935299,0.002386400243267417,24.403470993041992,27.840314865112305,24.403470993041992,27.840314865112305,27.840314865112305
