model,image,image_sha256,draw,noise_seed,snr_db,payload_uses,scale_uses,feedback_uses,cbr_payload,cbr_total,mse,psnr,lpips,ms_ssim,diffusion_nfe,diffusion_seconds
CDDM_author_C36_paid_scale,06.png,363510303b715d4cbc384e1ce227e466b613a09e1b71ae985882bf8e7fbd9b18,9,1603533872,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003703493159264326,24.313886642456055,0.30395981669425964,0.9024335741996765,93,2.8533030379912816
CDDM_author_JSCC_snr13_C36_paid_scale,06.png,363510303b715d4cbc384e1ce227e466b613a09e1b71ae985882bf8e7fbd9b18,9,1603533872,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003799745347350836,24.20245361328125,0.3006652891635895,0.901303231716156,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,06.png,363510303b715d4cbc384e1ce227e466b613a09e1b71ae985882bf8e7fbd9b18,9,1603533872,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003897762391716242,24.091846466064453,0.3348691463470459,0.9045301675796509,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,0,154875655,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017218799330294132,27.639970779418945,0.13739345967769623,0.9561917781829834,93,4.053757296002004
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,0,154875655,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017949750181287527,27.459415435791016,0.13482120633125305,0.9533783793449402,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,0,154875655,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018146004294976592,27.412189483642578,0.14705374836921692,0.9552527666091919,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,1,1459453153,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017431530868634582,27.586647033691406,0.14160798490047455,0.9553020000457764,93,4.035024565004278
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,1,1459453153,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018192128045484424,27.401165008544922,0.13931313157081604,0.9527418613433838,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,1,1459453153,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018479557475075126,27.333086013793945,0.1465418040752411,0.95366370677948,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,2,2310409658,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001722038141451776,27.639572143554688,0.1454920768737793,0.9540286064147949,93,4.061998921970371
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,2,2310409658,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017931961920112371,27.463722229003906,0.13922353088855743,0.9511966109275818,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,2,2310409658,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018161305924877524,27.408531188964844,0.14548137784004211,0.9529334306716919,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,3,1166698755,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0016980424989014864,27.700515747070312,0.13902810215950012,0.9559912085533142,93,4.032348709995858
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,3,1166698755,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017750471597537398,27.50790023803711,0.13548141717910767,0.9526416063308716,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,3,1166698755,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017793620936572552,27.497358322143555,0.14301219582557678,0.9547879695892334,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,4,2138521498,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017501036636531353,27.56936264038086,0.14186884462833405,0.9549545049667358,93,4.073922238021623
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,4,2138521498,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.00178808462806046,27.476119995117188,0.13951221108436584,0.9527894258499146,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,4,2138521498,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017845842521637678,27.484630584716797,0.14317600429058075,0.9546915888786316,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,5,2286467145,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017172892112284899,27.651565551757812,0.1391211897134781,0.9543285369873047,93,4.049181234964635
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,5,2286467145,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018125975038856268,27.416988372802734,0.1367497593164444,0.951767086982727,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,5,2286467145,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0019024487119168043,27.206871032714844,0.150701105594635,0.9527522325515747,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,6,4264189687,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001684245653450489,27.735946655273438,0.13552674651145935,0.9559738039970398,93,3.3017924340092577
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,6,4264189687,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017576607642695308,27.550649642944336,0.135260671377182,0.952978253364563,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,6,4264189687,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018015960231423378,27.44342613220215,0.14546510577201843,0.954554557800293,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,7,653540486,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017280050087720156,27.62455177307129,0.1343044936656952,0.9551981687545776,93,4.06737028300995
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,7,653540486,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018084918847307563,27.426834106445312,0.13265015184879303,0.9528362154960632,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,7,653540486,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018175396835431457,27.405162811279297,0.14971429109573364,0.9541788101196289,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,8,615988308,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017080450197681785,27.67500877380371,0.14584752917289734,0.9557696580886841,93,4.075384216033854
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,8,615988308,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0017897709039971232,27.472026824951172,0.14210279285907745,0.9532327651977539,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,8,615988308,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001792999217286706,27.46419906616211,0.15112268924713135,0.9542136192321777,0,0.0
CDDM_author_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,9,769145919,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0016887718811631203,27.724288940429688,0.14265254139900208,0.9556950330734253,93,4.0171959869912826
CDDM_author_JSCC_snr13_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,9,769145919,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001790243899449706,27.470876693725586,0.14170105755329132,0.9530218839645386,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,07.png,b77d3f006f42414bb242222e0482e750c0fb9e5ee8d4bed2f6f11c5605fe54a4,9,769145919,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0018447012407705188,27.34073829650879,0.14723774790763855,0.9553836584091187,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,0,3665181027,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003457368351519108,24.612545013427734,0.1829008162021637,0.9499106407165527,93,4.0559823120129295
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,0,3665181027,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0036036716774106026,24.43254852294922,0.17359179258346558,0.9461731910705566,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,0,3665181027,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038444853853434324,24.15161895751953,0.18235817551612854,0.946629524230957,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,1,2366869995,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0035012715961784124,24.557743072509766,0.17706114053726196,0.9492443799972534,93,4.031854528991971
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,1,2366869995,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0036263735964894295,24.4052734375,0.16625240445137024,0.9449888467788696,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,1,2366869995,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003921112976968288,24.065906524658203,0.18048976361751556,0.946211040019989,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,2,3357623517,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0034735272638499737,24.592294692993164,0.17645083367824554,0.94753497838974,93,3.9007525159977376
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,2,3357623517,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0036715148016810417,24.35154914855957,0.16597816348075867,0.9433039426803589,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,2,3357623517,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003876960836350918,24.115087509155273,0.1782800853252411,0.9463475942611694,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,3,1908862090,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0035687170457094908,24.474878311157227,0.1749313473701477,0.9477311968803406,93,3.055964744009543
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,3,1908862090,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0037381153088063,24.273473739624023,0.166386678814888,0.9443359375,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,3,1908862090,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038531250320374966,24.141868591308594,0.17373396456241608,0.9465946555137634,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,4,3584723941,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0035151829943060875,24.5405216217041,0.1761097013950348,0.9477574229240417,93,4.069067717995495
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,4,3584723941,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0036970749497413635,24.32141876220703,0.16551977396011353,0.9424453973770142,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,4,3584723941,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038961446844041348,24.09364891052246,0.18333196640014648,0.9458065032958984,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,5,1644508031,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003564187092706561,24.480396270751953,0.18277892470359802,0.9480292201042175,93,4.063144176965579
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,5,1644508031,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003673480823636055,24.34922218322754,0.17589044570922852,0.9436413645744324,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,5,1644508031,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038239932619035244,24.17483139038086,0.1808893382549286,0.9461755752563477,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,6,2079618223,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003611133201047778,24.423564910888672,0.18438714742660522,0.9481450915336609,93,4.113776810991112
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,6,2079618223,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0037451377138495445,24.265323638916016,0.17410632967948914,0.9433238506317139,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,6,2079618223,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003985726740211248,23.99492645263672,0.17660094797611237,0.9455946683883667,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,7,2921130079,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003603126388043165,24.433204650878906,0.18467560410499573,0.9450700283050537,93,4.058391162019689
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,7,2921130079,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038035742472857237,24.198081970214844,0.1720292866230011,0.9409591555595398,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,7,2921130079,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0039795320481061935,24.001678466796875,0.1820690780878067,0.9452511668205261,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,8,1534131277,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0035051903687417507,24.55288314819336,0.1798059195280075,0.9492046236991882,93,4.033557187009137
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,8,1534131277,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003648923709988594,24.378355026245117,0.174006387591362,0.9435951113700867,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,8,1534131277,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038878866471350193,24.102863311767578,0.17687368392944336,0.9455578327178955,0,0.0
CDDM_author_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,9,3906330760,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003492506220936775,24.568626403808594,0.17990899085998535,0.947375476360321,93,4.0380568350083195
CDDM_author_JSCC_snr13_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,9,3906330760,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003628370352089405,24.40288543701172,0.1707429736852646,0.9445356130599976,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,08.png,ba23983c76b4832ee0e8af0592664756841a16779acd69f792e268fb6d13d6e7,9,3906330760,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003842504695057869,24.153854370117188,0.18375705182552338,0.94635009765625,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,0,3008023130,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007236311212182045,31.404829025268555,0.10988686233758926,0.9707251787185669,93,3.294531504972838
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,0,3008023130,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008200798183679581,30.861438751220703,0.10240538418292999,0.9672322273254395,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,0,3008023130,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007769259391352534,31.096206665039062,0.12123685330152512,0.9692802429199219,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,1,495565783,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007043706718832254,31.521987915039062,0.11306691914796829,0.9707202315330505,93,4.074771553976461
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,1,495565783,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008357906481251121,30.77902603149414,0.10571739822626114,0.9680070877075195,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,1,495565783,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007424743380397558,31.293184280395508,0.12307746708393097,0.9699498414993286,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,2,1450200883,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007095937617123127,31.48990249633789,0.10950674116611481,0.970279335975647,93,4.062336613016669
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,2,1450200883,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008399478392675519,30.757476806640625,0.1048615574836731,0.9669008255004883,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,2,1450200883,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007656372035853565,31.159770965576172,0.12496177107095718,0.9690555334091187,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,3,2287472751,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007294227834790945,31.370208740234375,0.10983173549175262,0.9707169532775879,93,4.042572207981721
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,3,2287472751,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008246597717516124,30.837251663208008,0.1034904271364212,0.9662649631500244,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,3,2287472751,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007888132240623236,31.030258178710938,0.12137812376022339,0.9687420129776001,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,4,1313588783,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007276853430084884,31.380565643310547,0.1109684556722641,0.971158504486084,93,4.076804434007499
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,4,1313588783,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.000827267300337553,30.82353973388672,0.1025756224989891,0.9667373895645142,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,4,1313588783,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008053677156567574,30.9400577545166,0.12421835958957672,0.9692811965942383,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,5,2230534372,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007082155789248645,31.49834632873535,0.11428771167993546,0.9707064032554626,93,4.071695402031764
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,5,2230534372,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008601929293945432,30.654041290283203,0.10765352845191956,0.966864824295044,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,5,2230534372,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007969455327838659,30.985713958740234,0.1236598789691925,0.9691454172134399,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,6,1072158569,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007139476365409791,31.463336944580078,0.10980167239904404,0.9702419638633728,93,3.6541469959774986
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,6,1072158569,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007954923203215003,30.993640899658203,0.10296452045440674,0.966388463973999,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,6,1072158569,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008063420536927879,30.9348087310791,0.12018141895532608,0.9689412117004395,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,7,2643020808,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007481637294404209,31.260034561157227,0.11159474402666092,0.9692702293395996,93,3.2999800970428623
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,7,2643020808,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.000855481717735529,30.677892684936523,0.1051260232925415,0.9655792117118835,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,7,2643020808,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008320830529555678,30.798336029052734,0.119000144302845,0.9678241610527039,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,8,825087127,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007392331026494503,31.31218719482422,0.1087217852473259,0.9696771502494812,93,4.089182281983085
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,8,825087127,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0008085729787126184,30.922809600830078,0.10203297436237335,0.9656195640563965,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,8,825087127,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007727865595370531,31.11940574645996,0.11824947595596313,0.9693015813827515,0,0.0
CDDM_author_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,9,2667223972,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007550396840088069,31.22030258178711,0.11172018945217133,0.9701225161552429,93,4.048360546003096
CDDM_author_JSCC_snr13_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,9,2667223972,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007991345482878387,30.973800659179688,0.10238141566514969,0.9666471481323242,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,09.png,6a4361c2fc194feb4edaa9f9a4a0620fb9943e460ac7fdf037fb0f6dd6607a7d,9,2667223972,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0007851693080738187,31.05036735534668,0.12368705868721008,0.968920886516571,0,0.0
