model,image,image_sha256,draw,noise_seed,snr_db,payload_uses,scale_uses,feedback_uses,cbr_payload,cbr_total,mse,psnr,lpips,ms_ssim,diffusion_nfe,diffusion_seconds
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,0,2522715622,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005740903317928314,22.410198211669922,0.5034155249595642,0.889643132686615,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,1,1741200451,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005566569976508617,22.544124603271484,0.4986114799976349,0.8915678262710571,93,3.2619360919925384
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,1,1741200451,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005654587410390377,22.475990295410156,0.4840238094329834,0.8913297653198242,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,1,1741200451,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005780390463769436,22.380428314208984,0.511815071105957,0.8910331726074219,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,2,4079509013,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0056076995097100735,22.51215171813965,0.5194588899612427,0.8894078135490417,93,4.0385890090256
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,2,4079509013,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0057066637091338634,22.43617820739746,0.5069388151168823,0.8872174024581909,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,2,4079509013,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.00579488929361105,22.369548797607422,0.5074883699417114,0.8884817361831665,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,3,1857418974,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0055570355616509914,22.55156707763672,0.488631010055542,0.8878816962242126,93,4.060937736008782
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,3,1857418974,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005622235592454672,22.500911712646484,0.47384917736053467,0.8883461356163025,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,3,1857418974,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005750427953898907,22.402999877929688,0.5007700324058533,0.8896529078483582,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,4,3480570953,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.00553970318287611,22.565134048461914,0.4950253367424011,0.8896698355674744,93,4.066063292033505
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,4,3480570953,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005613754969090223,22.50746726989746,0.4798647165298462,0.8899523019790649,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,4,3480570953,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0057805790565907955,22.380287170410156,0.5177980661392212,0.8893264532089233,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,5,1949830973,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0055549778044223785,22.553176879882812,0.4984435439109802,0.888227105140686,93,4.04362873302307
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,5,1949830973,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.00565669871866703,22.474369049072266,0.48949605226516724,0.8874151110649109,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,5,1949830973,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005770761054009199,22.38766860961914,0.5071646571159363,0.8889342546463013,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,6,375739204,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0055577694438397884,22.550994873046875,0.48861032724380493,0.8895274996757507,93,4.076290972996503
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,6,375739204,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005647049751132727,22.48178482055664,0.4760130047798157,0.889360785484314,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,6,375739204,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005741256754845381,22.409931182861328,0.5122576951980591,0.8890388011932373,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,7,4275580336,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005594594404101372,22.522315979003906,0.4970761239528656,0.8869948387145996,93,3.6256462589954026
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,7,4275580336,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005677512846887112,22.458419799804688,0.48347681760787964,0.8869089484214783,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,7,4275580336,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005777600686997175,22.382524490356445,0.5064657926559448,0.8884307742118835,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,8,2740739256,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005556684918701649,22.551843643188477,0.48879891633987427,0.8893148899078369,93,3.202090646023862
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,8,2740739256,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005615977104753256,22.505748748779297,0.47432518005371094,0.8886865377426147,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,8,2740739256,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005746151320636272,22.406230926513672,0.5058397054672241,0.8910452127456665,0,0.0
CDDM_author_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,9,203274960,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005587685853242874,22.527679443359375,0.4902816712856293,0.8865586519241333,93,4.017809505981859
CDDM_author_JSCC_snr13_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,9,203274960,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005654129199683666,22.47634506225586,0.4790821075439453,0.8871577978134155,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,13.png,bc34a3ce58dea09dce1704c997171602de90cb34d0c8503a988b77f473d39b08,9,203274960,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.005804036743938923,22.36269760131836,0.5045774579048157,0.8871881365776062,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,0,1758693450,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038794304709881544,24.112319946289062,0.22520315647125244,0.9242256879806519,93,4.030259219987784
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,0,1758693450,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004047046881169081,23.928619384765625,0.21749252080917358,0.9217275977134705,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,0,1758693450,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0041841184720396996,23.783960342407227,0.22881968319416046,0.9216952323913574,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,1,1081828396,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038649961352348328,24.128511428833008,0.2275010496377945,0.9253448247909546,93,4.084734693984501
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,1,1081828396,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003938210196793079,24.04701042175293,0.21712146699428558,0.9241520762443542,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,1,1081828396,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004171213135123253,23.79737663269043,0.22369900345802307,0.9232656359672546,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,2,634773759,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003896444570273161,24.09331512451172,0.22354482114315033,0.9248085021972656,93,4.063451455964241
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,2,634773759,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004011897370219231,23.966501235961914,0.21565259993076324,0.9234189987182617,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,2,634773759,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004182636272162199,23.785499572753906,0.2260107398033142,0.9231066703796387,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,3,730940040,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003954293206334114,24.029312133789062,0.22541096806526184,0.9234671592712402,93,4.052213485992979
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,3,730940040,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0040614912286400795,23.913145065307617,0.21839024126529694,0.9212316870689392,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,3,730940040,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004106621257960796,23.865154266357422,0.22987090051174164,0.9229328632354736,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,4,98911195,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003935562446713448,24.0499324798584,0.22644561529159546,0.9251953363418579,93,3.339113838970661
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,4,98911195,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.00406771432608366,23.906496047973633,0.2187855988740921,0.9222885370254517,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,4,98911195,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004169056192040443,23.799625396728516,0.22085659205913544,0.9240144491195679,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,5,2897249102,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003885817714035511,24.10517692565918,0.22573724389076233,0.926266074180603,93,4.005948240985163
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,5,2897249102,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003957850858569145,24.02540397644043,0.21475447714328766,0.9238020181655884,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,5,2897249102,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004194281995296478,23.77342414855957,0.22436581552028656,0.9230765104293823,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,6,2644997923,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003907790407538414,24.080686569213867,0.2206345498561859,0.9230800867080688,93,4.027995376032777
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,6,2644997923,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004040679894387722,23.935455322265625,0.20944808423519135,0.9211840033531189,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,6,2644997923,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004168359562754631,23.800350189208984,0.233314648270607,0.9231879115104675,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,7,2729052104,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003939553163945675,24.045528411865234,0.2228592038154602,0.9234232306480408,93,4.043161447974853
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,7,2729052104,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004046902060508728,23.928773880004883,0.21363455057144165,0.9211532473564148,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,7,2729052104,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004164368379861116,23.80451011657715,0.21973873674869537,0.9233641028404236,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,8,920219466,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0038585285656154156,24.13578224182129,0.22056405246257782,0.9259853363037109,93,4.0486409770092
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,8,920219466,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003995679318904877,23.984092712402344,0.21237675845623016,0.9233678579330444,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,8,920219466,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004206153564155102,23.76114845275879,0.22066307067871094,0.9241080284118652,0,0.0
CDDM_author_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,9,326397430,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003827981185168028,24.170303344726562,0.2274751514196396,0.9261786937713623,93,4.061696616001427
CDDM_author_JSCC_snr13_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,9,326397430,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.003936865832656622,24.048492431640625,0.21757005155086517,0.9236098527908325,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,14.png,55a94550ff18f3246c4074fd32b77b0c74447c26b6ad274d564d999c0450ba6e,9,326397430,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.004108211491256952,23.86347198486328,0.22522792220115662,0.9237605333328247,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,0,237980731,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013601495884358883,28.664133071899414,0.28976964950561523,0.9485197067260742,93,4.075102860981133
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,0,237980731,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.00146427599247545,28.34377098083496,0.26706060767173767,0.9451064467430115,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,0,237980731,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001399379689246416,28.540645599365234,0.27619609236717224,0.9467809200286865,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,1,4054662379,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001377473003230989,28.609169006347656,0.2874419391155243,0.9475234746932983,93,3.068423326010816
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,1,4054662379,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014814104652032256,28.293245315551758,0.2697034478187561,0.9454351663589478,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,1,4054662379,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.00140833156183362,28.51295280456543,0.2748258113861084,0.9465128183364868,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,2,1155371728,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013897338649258018,28.570682525634766,0.27653756737709045,0.9474098682403564,93,3.8105413080193102
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,2,1155371728,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014886113349348307,28.272188186645508,0.2596084475517273,0.9455682039260864,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,2,1155371728,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014359268825501204,28.42867660522461,0.27418196201324463,0.9454085230827332,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,3,96593979,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013879938051104546,28.576126098632812,0.28405919671058655,0.9471773505210876,93,4.03781952400459
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,3,96593979,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0015157728921622038,28.193660736083984,0.2660117745399475,0.9447183012962341,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,3,96593979,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001422671601176262,28.46895408630371,0.281146764755249,0.9459872245788574,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,4,2100200752,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013366113416850567,28.739948272705078,0.27915483713150024,0.9480669498443604,93,4.022586936014704
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,4,2100200752,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001422469038516283,28.469572067260742,0.2635330557823181,0.9451162815093994,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,4,2100200752,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013953149318695068,28.55327796936035,0.2690013349056244,0.9468094706535339,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,5,190606018,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.00134045141749084,28.72749137878418,0.2785150110721588,0.948387086391449,93,4.067522055003792
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,5,190606018,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014535784721374512,28.3756160736084,0.26141321659088135,0.9460145831108093,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,5,190606018,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014080414548516273,28.51384735107422,0.2775150239467621,0.9461058974266052,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,6,343758749,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013833788689225912,28.590587615966797,0.2774786651134491,0.9470784068107605,93,4.046008831996005
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,6,343758749,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014614704996347427,28.352100372314453,0.25941842794418335,0.9454485177993774,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,6,343758749,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001421766122803092,28.471717834472656,0.27637237310409546,0.9469799995422363,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,7,321485007,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013736942782998085,28.6210994720459,0.2824324071407318,0.9473175406455994,93,4.048202363017481
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,7,321485007,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014852466993033886,28.282014846801758,0.2626141905784607,0.9444103240966797,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,7,321485007,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014227384235709906,28.468751907348633,0.27674147486686707,0.9463740587234497,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,8,1212280397,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013737845001742244,28.62081527709961,0.2854853868484497,0.9475325345993042,93,3.286410796979908
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,8,1212280397,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014594790991395712,28.358020782470703,0.2666918933391571,0.9449355006217957,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,8,1212280397,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014139199629426003,28.495752334594727,0.27014297246932983,0.9467029571533203,0,0.0
CDDM_author_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,9,1309514446,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013890116242691875,28.57294273376465,0.2806394398212433,0.9482673406600952,93,4.052821091026999
CDDM_author_JSCC_snr13_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,9,1309514446,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014591945800930262,28.358867645263672,0.2605976462364197,0.9462801218032837,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,15.png,7538cbb80cb9103606c48b806eae57d56c885c7f90b9b3be70a41160f9cbb683,9,1309514446,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0014273407869040966,28.45472526550293,0.27682507038116455,0.9467673301696777,0,0.0
CDDM_author_C36_paid_scale,16.png,a89c7268ccd4718ba424a99fc4643c572cf692ca6eae887185ceb4e9f11d2e54,0,3346641008,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0012856528628617525,28.908763885498047,0.23595868051052094,0.9427939653396606,93,4.0360899699735455
CDDM_author_JSCC_snr13_C36_paid_scale,16.png,a89c7268ccd4718ba424a99fc4643c572cf692ca6eae887185ceb4e9f11d2e54,0,3346641008,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013031817506998777,28.849952697753906,0.22490142285823822,0.941509485244751,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,16.png,a89c7268ccd4718ba424a99fc4643c572cf692ca6eae887185ceb4e9f11d2e54,0,3346641008,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013900608755648136,28.56966209411621,0.28115126490592957,0.9418694376945496,0,0.0
CDDM_author_C36_paid_scale,16.png,a89c7268ccd4718ba424a99fc4643c572cf692ca6eae887185ceb4e9f11d2e54,1,2677815941,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001259218668565154,28.998987197875977,0.24230456352233887,0.9438608884811401,93,4.060203053988516
CDDM_author_JSCC_snr13_C36_paid_scale,16.png,a89c7268ccd4718ba424a99fc4643c572cf692ca6eae887185ceb4e9f11d2e54,1,2677815941,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.001311999512836337,28.820663452148438,0.2288176566362381,0.9436323046684265,0,0.0
CDDM_author_JSCC_snr10_C36_paid_scale,16.png,a89c7268ccd4718ba424a99fc4643c572cf692ca6eae887185ceb4e9f11d2e54,1,2677815941,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0013722504954785109,28.625667572021484,0.2730318307876587,0.9422895312309265,0,0.0
CDDM_author_C36_paid_scale,16.png,a89c7268ccd4718ba424a99fc4643c572cf692ca6eae887185ceb4e9f11d2e54,2,2426752320,10.0,4608.0,32,2,0.0234375,0.023610432942708332,0.0012645928654819727,28.980493545532227,0.2328268438577652,0.9443580508232117,93,4.041347598016728
