split,image,image_sha256,snr_db,draw,noise_seed,subset,groups,payload_uses,scale_uses,feedback_uses,total_uses,cbr_total,mse,psnr,ms_ssim,lpips,batched_decoder_seconds_per_subset
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,7,3,7168.0,128,12,7308.0,0.03717041015625,0.00024872945505194366,36.042728424072266,0.9850215911865234,0.12096552550792694,0.003991677745943889
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,8,1,5120.0,64,12,5196.0,0.02642822265625,0.00024745118571445346,36.06510543823242,0.984990119934082,0.12125523388385773,0.003890875741490163
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,9,2,6144.0,96,12,6252.0,0.03179931640625,0.0002481047995388508,36.05364990234375,0.9849907159805298,0.1212286427617073,0.003890875741490163
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,10,2,6144.0,96,12,6252.0,0.03179931640625,0.00024755948106758296,36.06320571899414,0.9850479960441589,0.12088260054588318,0.003890875741490163
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,11,3,7168.0,128,12,7308.0,0.03717041015625,0.00024823681451380253,36.05133819580078,0.9850475192070007,0.12085993587970734,0.003890875741490163
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,12,2,6144.0,96,12,6252.0,0.03179931640625,0.0002482496784068644,36.051116943359375,0.9849787950515747,0.1213366910815239,0.003951088496251032
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,13,3,7168.0,128,12,7308.0,0.03717041015625,0.0002489415346644819,36.039024353027344,0.9849779009819031,0.12131977081298828,0.003951088496251032
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,14,3,7168.0,128,12,7308.0,0.03717041015625,0.0002483727294020355,36.0489616394043,0.9850351810455322,0.12097324430942535,0.003951088496251032
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,2,2155552639,15,4,8192.0,160,12,8364.0,0.04254150390625,0.00024908827617764473,36.03646469116211,0.9850322604179382,0.12094725668430328,0.003951088496251032
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,0,0,4096.0,32,10,4138.0,0.021046956380208332,0.0002444039564579725,36.118919372558594,0.9858778715133667,0.11250639706850052,0.003960233501857147
