dataset,image,snr_db,speed_kmh,channel_seed,h1_real,h1_imag,h2_real,h2_imag,method,nack,scale_bits,payload_uses,total_uses,mse,psnr,ms_ssim,lpips,outage
kodak,01.png,0.0,60.0,3405162411,0.588382363319397,-0.39539530873298645,0.3688405752182007,-0.3106936514377594,adaptive_HARQ,1,4096,8192,16388,0.01239098235964775,19.068942613025463,0.6541657447814941,0.6745115518569946,1
kodak,01.png,0.0,60.0,3405162411,0.588382363319397,-0.39539530873298645,0.3688405752182007,-0.3106936514377594,FlowHARQ,1,4096,8192,16388,0.01239098235964775,19.068942613025463,0.6541657447814941,0.6745115518569946,1
kodak,01.png,0.0,90.0,2879557265,0.7561222910881042,0.7741386294364929,0.17896892130374908,-0.9361410737037659,SwinJSCC_author_one_shot,0,16,4096,4130,0.013697352260351181,18.633633751685046,0.6662434339523315,0.48977115750312805,1
kodak,01.png,0.0,90.0,2879557265,0.7561222910881042,0.7741386294364929,0.17896892130374908,-0.9361410737037659,SwinJSCC_author_Chase_wrapper,1,16,8192,8228,0.0066167209297418594,21.793571819997485,0.8289720416069031,0.3257259726524353,1
kodak,01.png,0.0,90.0,2879557265,0.7561222910881042,0.7741386294364929,0.17896892130374908,-0.9361410737037659,same_codec_direct,0,4096,4096,12290,0.011482905596494675,19.3994820559142,0.6945874094963074,0.656000018119812,1
kodak,01.png,0.0,90.0,2879557265,0.7561222910881042,0.7741386294364929,0.17896892130374908,-0.9361410737037659,same_codec_full_HARQ,1,4096,8192,16388,0.010796490125358105,19.667174081182214,0.7285299301147461,0.6247188448905945,1
kodak,01.png,0.0,90.0,2879557265,0.7561222910881042,0.7741386294364929,0.17896892130374908,-0.9361410737037659,adaptive_HARQ,1,4096,8192,16388,0.010796490125358105,19.667174081182214,0.7285299301147461,0.6247188448905945,1
kodak,01.png,0.0,90.0,2879557265,0.7561222910881042,0.7741386294364929,0.17896892130374908,-0.9361410737037659,FlowHARQ,1,4096,8192,16388,0.010796490125358105,19.667174081182214,0.7285299301147461,0.6247188448905945,1
kodak,01.png,0.0,120.0,1556303690,-0.5650075078010559,0.36870288848876953,-0.0776754766702652,-1.372464656829834,SwinJSCC_author_one_shot,0,16,4096,4130,0.04768021032214165,13.216618375475162,0.3711923062801361,0.7087004780769348,1
kodak,01.png,0.0,120.0,1556303690,-0.5650075078010559,0.36870288848876953,-0.0776754766702652,-1.372464656829834,SwinJSCC_author_Chase_wrapper,1,16,8192,8228,0.006338045001029968,21.980446815815636,0.8318249583244324,0.3032887279987335,1
kodak,01.png,0.0,120.0,1556303690,-0.5650075078010559,0.36870288848876953,-0.0776754766702652,-1.372464656829834,same_codec_direct,0,4096,4096,12290,0.013955670408904552,18.55249295836444,0.5849131345748901,0.7474517226219177,1
kodak,01.png,0.0,120.0,1556303690,-0.5650075078010559,0.36870288848876953,-0.0776754766702652,-1.372464656829834,same_codec_full_HARQ,1,4096,8192,16388,0.010612926445901394,19.741648456873676,0.738780677318573,0.611880362033844,1
