model,image,image_sha256,draw,noise_seed,rounds,snr_db,height,width,cbr_payload,mse,psnr,ms_ssim,ms_ssim_db,lpips
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,1,100097071,1,10,256,256,0.041666666666666664,0.0008016314241103828,30.96025276184082,0.9220165610313416,11.079977035522461,0.35341984033584595
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,2,100097072,1,10,256,256,0.041666666666666664,0.000793146900832653,31.006465911865234,0.9224251508712769,11.102790832519531,0.33797162771224976
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,3,100097073,1,10,256,256,0.041666666666666664,0.0008400453953072429,30.756973266601562,0.9225690364837646,11.11085319519043,0.3439903259277344
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,4,100097074,1,10,256,256,0.041666666666666664,0.0008216118440032005,30.85333251953125,0.9237713813781738,11.178818702697754,0.33970868587493896
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,5,100097075,1,10,256,256,0.041666666666666664,0.0007834658026695251,31.059799194335938,0.9220356345176697,11.081038475036621,0.3441697359085083
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,6,100097076,1,10,256,256,0.041666666666666664,0.0008044217247515917,30.94516372680664,0.9214586019515991,11.049013137817383,0.3362763226032257
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,7,100097077,1,10,256,256,0.041666666666666664,0.0008425632258877158,30.743976593017578,0.9203834533691406,10.98996639251709,0.33331218361854553
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,8,100097078,1,10,256,256,0.041666666666666664,0.0008286376250907779,30.81635284423828,0.9223169088363647,11.096735000610352,0.3414302170276642
DeepJSCC-f_author_DIV2K,10.png,9dfb70f5867c29ff9ed6313683f19b3d867849e40fbc0c4c54a4a89df341cf23,9,100097079,1,10,256,256,0.041666666666666664,0.0008107461035251617,30.911151885986328,0.9211010336875916,11.029287338256836,0.32721200585365295
DeepJSCC-f_author_DIV2K,11.png,7936814b58b5387fce2e4e2488b4ec830dadd95fa9520f358ddb30990b50f2b6,0,100107070,1,10,256,256,0.041666666666666664,0.005132597871124744,22.896629333496094,0.9168652892112732,10.802175521850586,0.3801978528499603
