dataset,image,training_seed,channel_seed,snr_db,speed_kmh,scale_mode,method,nack,payload_uses,scale_bits,feedback_bits,total_uses,psnr,mse,lpips,ms_ssim,outage,false_ack
kodak,17.png,2030,9001,0.0,30.0,ideal,direct,0,4096,4096,1,12290,24.058284759521484,0.003928000573068857,0.5892654657363892,0.7901965975761414,0,0
kodak,18.png,2030,9001,0.0,30.0,ideal,direct,0,4096,4096,1,12290,18.51669692993164,0.014071174897253513,0.6534032225608826,0.6764399409294128,1,1
kodak,19.png,2030,9001,0.0,30.0,ideal,direct,0,4096,4096,1,12290,20.373212814331055,0.009176533669233322,0.6081578135490417,0.7657918930053711,1,1
kodak,20.png,2030,9001,0.0,30.0,ideal,direct,0,4096,4096,1,12290,21.347888946533203,0.00733180483803153,0.39026471972465515,0.8314667344093323,1,1
kodak,17.png,2030,9001,0.0,30.0,ideal,full_harq,1,8192,4096,2,16388,24.46377182006836,0.003577855648472905,0.573969841003418,0.8145449757575989,0,0
kodak,18.png,2030,9001,0.0,30.0,ideal,full_harq,1,8192,4096,2,16388,19.449140548706055,0.01135235745459795,0.5753505229949951,0.7598704695701599,1,0
kodak,19.png,2030,9001,0.0,30.0,ideal,full_harq,1,8192,4096,2,16388,20.425125122070312,0.009067501872777939,0.5990074872970581,0.774275004863739,1,0
kodak,20.png,2030,9001,0.0,30.0,ideal,full_harq,1,8192,4096,2,16388,21.97513198852539,0.006345806177705526,0.362651526927948,0.8679949641227722,1,0
kodak,17.png,2030,9001,0.0,30.0,ideal,fm_only,0,4096,4096,1,12290,24.157590866088867,0.003839201293885708,0.58500075340271,0.7882447242736816,0,0
kodak,18.png,2030,9001,0.0,30.0,ideal,fm_only,0,4096,4096,1,12290,18.498546600341797,0.014130101539194584,0.656928300857544,0.6732732653617859,1,1
kodak,19.png,2030,9001,0.0,30.0,ideal,fm_only,0,4096,4096,1,12290,20.35202980041504,0.009221401065587997,0.6134164333343506,0.7661692500114441,1,1
kodak,20.png,2030,9001,0.0,30.0,ideal,fm_only,0,4096,4096,1,12290,21.262088775634766,0.007478097919374704,0.4266572892665863,0.8138958811759949,1,1
kodak,17.png,2030,9001,0.0,30.0,ideal,adaptive_harq,1,8192,4096,2,16388,24.46377182006836,0.003577855648472905,0.573969841003418,0.8145449757575989,0,0
kodak,18.png,2030,9001,0.0,30.0,ideal,adaptive_harq,1,8192,4096,2,16388,19.449140548706055,0.01135235745459795,0.5753505229949951,0.7598704695701599,1,0
kodak,19.png,2030,9001,0.0,30.0,ideal,adaptive_harq,1,8192,4096,2,16388,20.425125122070312,0.009067501872777939,0.5990074872970581,0.774275004863739,1,0
kodak,20.png,2030,9001,0.0,30.0,ideal,adaptive_harq,1,8192,4096,2,16388,21.97513198852539,0.006345806177705526,0.362651526927948,0.8679949641227722,1,0
kodak,17.png,2030,9001,0.0,30.0,ideal,flowharq,0,4096,4096,1,12290,24.157590866088867,0.003839201293885708,0.58500075340271,0.7882447242736816,0,0
