image,method,snr_db,speed_kmh,csi_age_ms,harq_interval_ms,round_correlation,first_gain_sq,second_gain_sq,effective_snr_db,psnr,ssim,mse,ms_ssim,ms_ssim_db,cbr_payload,psnr_outage,lpips,nack,transmission_rounds,predicted_direct_psnr,predicted_fm_psnr,predicted_direct_psnr_raw,predicted_fm_psnr_raw,mask_rate,flow_steps,mask_threshold,target_psnr,direct_quality_bias,fm_quality_bias,calibration_json,split,training_seed,channel_seed
0821.png,flowharq,0.0,30.0,2.0,1.0,0.7516456842422485,0.21327383816242218,0.0655275359749794,-6.7106242179870605,20.532014846801758,0.5281563997268677,0.008847055956721306,0.702542781829834,5.2657551765441895,0.041666666666666664,1,0.5396103858947754,1,2,18.317424774169922,18.438867568969727,17.803205490112305,17.96169090270996,0.58203125,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0822.png,flowharq,0.0,30.0,2.0,1.0,0.7516456842422485,1.3641078472137451,1.098791480064392,1.348487138748169,23.179731369018555,0.5292354822158813,0.004808690398931503,0.785995364189148,6.695768356323242,0.041666666666666664,1,0.5119721293449402,1,2,21.8304500579834,22.05488395690918,21.31623077392578,21.577707290649414,0.2109375,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0823.png,flowharq,0.0,30.0,2.0,1.0,0.7516456842422485,1.7950825691223145,0.6592531800270081,2.540844440460205,20.025157928466797,0.5285496711730957,0.009942242875695229,0.804419755935669,7.086750030517578,0.041666666666666664,1,0.5902397036552429,1,2,19.245447158813477,19.2806396484375,18.73122787475586,18.803462982177734,0.16796875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0824.png,flowharq,0.0,30.0,2.0,1.0,0.7516456842422485,1.159545660018921,2.076486825942993,0.642878532409668,18.43032455444336,0.5198143124580383,0.014353825710713863,0.8299610018730164,7.694515228271484,0.041666666666666664,1,0.588361382484436,1,2,17.761367797851562,17.887176513671875,17.247148513793945,17.40999984741211,0.171875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0821.png,oracle_adaptive,0.0,30.0,2.0,1.0,0.7516456842422485,0.21327383816242218,0.0655275359749794,-6.7106242179870605,20.532014846801758,0.5281563997268677,0.008847055956721306,0.702542781829834,5.2657551765441895,0.041666666666666664,1,0.5396103858947754,1,2,18.317424774169922,18.438867568969727,17.803205490112305,17.96169090270996,0.58203125,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0822.png,oracle_adaptive,0.0,30.0,2.0,1.0,0.7516456842422485,1.3641078472137451,1.098791480064392,1.348487138748169,23.179731369018555,0.5292354822158813,0.004808690398931503,0.785995364189148,6.695768356323242,0.041666666666666664,1,0.5119721293449402,1,2,21.8304500579834,22.05488395690918,21.31623077392578,21.577707290649414,0.2109375,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0823.png,oracle_adaptive,0.0,30.0,2.0,1.0,0.7516456842422485,1.7950825691223145,0.6592531800270081,2.540844440460205,20.025157928466797,0.5285496711730957,0.009942242875695229,0.804419755935669,7.086750030517578,0.041666666666666664,1,0.5902397036552429,1,2,19.245447158813477,19.2806396484375,18.73122787475586,18.803462982177734,0.16796875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0824.png,oracle_adaptive,0.0,30.0,2.0,1.0,0.7516456842422485,1.159545660018921,2.076486825942993,0.642878532409668,18.43032455444336,0.5198143124580383,0.014353825710713863,0.8299610018730164,7.694515228271484,0.041666666666666664,1,0.588361382484436,1,2,17.761367797851562,17.887176513671875,17.247148513793945,17.40999984741211,0.171875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0821.png,oracle_flowharq,0.0,30.0,2.0,1.0,0.7516456842422485,0.21327383816242218,0.0655275359749794,-6.7106242179870605,20.532014846801758,0.5281563997268677,0.008847055956721306,0.702542781829834,5.2657551765441895,0.041666666666666664,1,0.5396103858947754,1,2,18.317424774169922,18.438867568969727,17.803205490112305,17.96169090270996,0.58203125,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0822.png,oracle_flowharq,0.0,30.0,2.0,1.0,0.7516456842422485,1.3641078472137451,1.098791480064392,1.348487138748169,23.179731369018555,0.5292354822158813,0.004808690398931503,0.785995364189148,6.695768356323242,0.041666666666666664,1,0.5119721293449402,1,2,21.8304500579834,22.05488395690918,21.31623077392578,21.577707290649414,0.2109375,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0823.png,oracle_flowharq,0.0,30.0,2.0,1.0,0.7516456842422485,1.7950825691223145,0.6592531800270081,2.540844440460205,20.025157928466797,0.5285496711730957,0.009942242875695229,0.804419755935669,7.086750030517578,0.041666666666666664,1,0.5902397036552429,1,2,19.245447158813477,19.2806396484375,18.73122787475586,18.803462982177734,0.16796875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0824.png,oracle_flowharq,0.0,30.0,2.0,1.0,0.7516456842422485,1.159545660018921,2.076486825942993,0.642878532409668,18.43032455444336,0.5198143124580383,0.014353825710713863,0.8299610018730164,7.694515228271484,0.041666666666666664,1,0.588361382484436,1,2,17.761367797851562,17.887176513671875,17.247148513793945,17.40999984741211,0.171875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0825.png,direct,0.0,30.0,2.0,1.0,0.7516456842422485,0.24358683824539185,0.6234650611877441,-6.1334614753723145,15.592569351196289,0.4196837842464447,0.027589458972215652,0.6768991947174072,4.906620025634766,0.020833333333333332,1,0.5808460116386414,0,1,16.52278709411621,16.149755477905273,16.008567810058594,15.672578811645508,0.23046875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0826.png,direct,0.0,30.0,2.0,1.0,0.7516456842422485,0.28036192059516907,1.4378197193145752,-5.5228095054626465,15.253864288330078,0.2935159206390381,0.02982727438211441,0.5961002111434937,3.9372637271881104,0.020833333333333332,1,0.8099735379219055,0,1,16.894954681396484,16.190975189208984,16.380735397338867,15.713798522949219,0.1953125,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0827.png,direct,0.0,30.0,2.0,1.0,0.7516456842422485,0.7796338796615601,1.9887999296188354,-1.0810930728912354,23.103248596191406,0.682198703289032,0.0048941271379590034,0.754021167755127,6.091022968292236,0.020833333333333332,1,0.5885027647018433,0,1,24.39516830444336,24.844926834106445,23.880949020385742,24.36775016784668,0.3671875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0828.png,direct,0.0,30.0,2.0,1.0,0.7516456842422485,0.22982816398143768,0.25891968607902527,-6.38596773147583,11.634369850158691,0.2117776721715927,0.06863775104284286,0.4639233946800232,2.7077317237854004,0.020833333333333332,1,0.7711058855056763,0,1,15.102375030517578,14.811444282531738,14.588155746459961,14.334268569946289,0.109375,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0825.png,full_harq,0.0,30.0,2.0,1.0,0.7516456842422485,0.24358683824539185,0.6234650611877441,-6.1334614753723145,17.56821060180664,0.5051753520965576,0.017505675554275513,0.7958592772483826,6.9007039070129395,0.041666666666666664,1,0.5221692323684692,1,2,16.52278709411621,16.149755477905273,16.008567810058594,15.672578811645508,0.23046875,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
0826.png,full_harq,0.0,30.0,2.0,1.0,0.7516456842422485,0.28036192059516907,1.4378197193145752,-5.5228095054626465,16.730369567871094,0.3655679225921631,0.02123064547777176,0.7344750165939331,5.758946418762207,0.041666666666666664,1,0.6999478936195374,1,2,16.894954681396484,16.190975189208984,16.380735397338867,15.713798522949219,0.1953125,4,0.8,24.0,0.5142197291056315,0.4771757940451304,/home/sheng/flowmatching_vtc2027/results/h2/seed_2030/decision.json,test,2030,7070
